occurrenceID,institutionCode,catalogNumber,scientificName,order,family,genus,specificEpithet,day,month,year,countryCode,stateProvince,decimalLatitude,decimalLongitude,dynamicProperties,occurrenceRemarks,fieldNotes,body mass,body mass ambiguous,body mass units inferred,ear from notch,ear length,ear length units inferred,embryo count,embryo length,embryo size units inferred,forearm length,hind foot length,hind foot length units inferred,hind foot with claw,lactation,life stage,nipple,nipple count,pregnancy,sex,tail length,tail length estimated,tail length units inferred,testicle description,testicle length,testicle size units inferred,testicle width,total length,total length ambiguous,total length estimated,total length units inferred,tragus length,vagina
2f44e05e-4eec-4ae9-8fc4-3477dcc2182f,ASU,ASUMAC009037,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,15,5,2023,US,Arizona,33.302798,-111.410672,"{ ""totalLength"" : ""194 mm"" , ""tailLength"" : ""65 mm"" , ""hindFootLength"" : ""32 mm"" , ""earFromNotch"" : ""4 mm"" , ""weight"" : ""56.6 g"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",Weighed after frozen,,56.6,,,4.0,,,,,,,32.0,,,,,,,,,65.0,,,,,,,194.0,,,,,
cf36733e-a21c-4d31-8eda-0419af164c77,ASU,ASUMAC009027,"Otospermophilus variegatus (Erxleben, 1777)",Rodentia,Sciuridae,Otospermophilus,variegatus,3,10,2023,US,Arizona,34.001111,-110.958611,"{ ""digitizationProject"" : ""Ranges TCN"" , ""totalLength"" : ""328 mm"" , ""tailLength"" : ""195 mm"" , ""hindFootLength"" : ""50.4 mm"" , ""earFromNotch"" : ""10 mm"", ""weight"" : ""567 g"" }","Collected between 8:20 and 9:20 am; 48 deg F, no wind",,567.0,,,10.0,,,,,,,50.4,,,,,,,,,195.0,,,,,,,328.0,,,,,
c2fb98f2-c2bd-4c14-95f6-53c951937ede,ASU,ASUMAC009029,"Sciurus arizonensis Coues, 1867",Rodentia,Sciuridae,Sciurus,arizonensis,20,12,2021,US,Arizona,31.31995,-111.82971,,Head only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797e9557-9571-4bcc-bbbf-b8252db26b16,ASU,ASUMAC009038,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,15,5,2023,US,Arizona,33.302798,-111.410672,"{ ""totalLength"" : ""236 mm"" , ""tailLength"" : ""82 mm"" , ""hindFootLength"" : ""31 mm"" , ""earFromNotch"" : ""6 mm"" , ""weight"" : ""118.19 g"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",Weighed after frozen,,118.19,,,6.0,,,,,,,31.0,,,,,,,,,82.0,,,,,,,236.0,,,,,
3d086afe-85ec-4d94-b2aa-ab47ac47e265,ASU,ASUMAC009028,"Lepus alleni Mearns, 1890",Lagomorpha,Leporidae,Lepus,alleni,9,10,1976,US,,32.823615,-111.334952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771ab8c6-4e07-429f-85e4-e0214a75f9d9,ASU,ASUMAC009026,"Otospermophilus variegatus (Erxleben, 1777)",Rodentia,Sciuridae,Otospermophilus,variegatus,3,10,2023,US,Arizona,34.001111,-110.958611,"{ ""digitizationProject"" : ""Ranges TCN"" , ""totalLength"" : ""490 mm"" , ""tailLength"" : ""208 mm"" , ""hindFootLength"" : ""59 mm"" , ""earFromNotch"" : ""26 mm"" , ""weight"" : ""878.8 g"" , ""hindFootClawLength"" : ""3 mm"" }","Collected between 8:20 and 9:20 am; 48 deg F, no wind",,878.8,,,26.0,,,,,,,,,3.0,,,,,,,208.0,,,,,,,490.0,,,,,
c7467040-fab6-4a44-af3e-3af4eca84470,ASU,ASUMAC009035,"Parastrellus hesperus (H.Allen, 1864)",Chiroptera,Vespertilionidae,Parastrellus,hesperus,8,8,2023,US,Arizona,32.021554,-112.72672,"{ ""totalLength"" : ""74 mm"" , ""tailLength"" : ""32 mm"" , ""hindFootLength"" : ""4 mm"" , ""earFromNotch"" : ""10 mm"" , ""forearmLength"" : ""30.35 mm"" , ""tragusLength"" : ""3 mm"" , ""weight"" : ""3.5 g""","weather at night start: 86.5 deg F, 49.2% humidity, 0.5 m/s wind, 25% cloud cover; weather at night end: 84.3 deg F, 49.8% humidity, 0.2 m/s wind, 15% cloud cover; Captured Live with Broken Right Wing; Euthanized",,3.5,,,10.0,,,,,,30.35,4.0,,,,,,,,,32.0,,,,,,,74.0,,,,3.0,
06ebcca7-f927-42d0-b8e8-ddf2ae3cd4d5,ASU,ASUMAC009036,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,15,5,2023,US,Arizona,33.302798,-111.410672,"{ ""totalLength"" : ""206 mm"" , ""tailLength"" : ""71 mm"" , ""hindFootLength"" : ""35 mm"" , ""earFromNotch"" : ""5 mm"" , ""weight"" : ""68.1 g"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",Weighed after frozen,,68.1,,,5.0,,,,,,,35.0,,,,,,,,,71.0,,,,,,,206.0,,,,,
6f83c279-4837-4697-866c-37d27f4ba537,ASU,ASUMAC009031,"Sciurus arizonensis Coues, 1867",Rodentia,Sciuridae,Sciurus,arizonensis,20,12,2021,US,Arizona,31.31995,-111.82971,,Head only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48cc5c99-13e7-4e6f-a65d-60cfb6585279,ASU,ASUMAC009032,"Sciurus arizonensis Coues, 1867",Rodentia,Sciuridae,Sciurus,arizonensis,11,10,2023,US,Arizona,34.001111,-110.958611,"{ ""digitizationProject"" : ""Ranges TCN"" , ""totalLength"" : ""528 mm"" , ""tailLength"" : ""252 mm"" , ""hindFootLength"" : ""71 mm"" , ""earFromNotch"" : ""21 mm"" , ""weight"" : ""737.1 g"" , ""hindFootClaw"" : ""6 mm"" }",Collected 8:25 am; 55 deg F air temp; no ectos detected; pellets in face,,737.1,,,21.0,,,,,,,,,6.0,,,,,,,252.0,,,,,,,528.0,,,,,
5e5b6381-5012-4e13-9a4a-164e96b4035d,ASU,ASUMAC009030,"Sciurus arizonensis Coues, 1867",Rodentia,Sciuridae,Sciurus,arizonensis,20,12,2021,US,Arizona,31.31995,-111.82971,,Head only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1040c4d-176a-4417-81db-811690ea0261,ASU,ASUMAC009033,"Eptesicus fuscus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Eptesicus,fuscus,25,7,2023,US,Arizona,,,"{ ""totalLength"" : ""NA"" , ""tailLength"" : ""41 mm"" , ""hindFootLength"" : ""8 mm"" , ""earFromNotch"" : ""16 mm"" , ""forearmLength"" : ""48 mm"" , ""tragusLength"" : ""12 mm"" , ""weight"" : ""NA"" }",Salvaged dead from grille of truck. Specimen was mangled and desiccated.,,,,,16.0,,,,,,48.0,8.0,,,,,,,,,41.0,,,,,,,,,,,12.0,
f6b252c4-15d3-4a07-927c-7e9552441fa4,ASU,ASUMAC009034,"Chaetodipus penicillatus (Woodhouse, 1852)",Rodentia,Heteromyidae,Chaetodipus,penicillatus,25,6,2023,US,Arizona,33.3784,-111.4296,"{ ""totalLength"" : ""196 mm"" , ""tailLength"" : ""114 mm"" , ""hindFootLength"" : ""26 mm"" , ""earFromNotch"" : ""9 mm"" , ""weight"" : 18.52 g"" }",Drowned; salvaged from pool; weighed after frozen,,18.52,,,9.0,,,,,,,26.0,,,,,,,,,114.0,,,,,,,196.0,,,,,
0226a1bc-af02-43fe-b210-d149f2c609d0,ASU,ASUMAC009023,"Chaetodipus baileyi (Merriam, 1894)",Rodentia,Heteromyidae,Chaetodipus,baileyi,25,7,2023,US,Arizona,33.3784,-111.4296,"{ ""measurements"" : ""TOT: 183 mm, TV: 108 mm, HFL: 26 mm, WGT: 15.11 g"" , ""preservationFluid"" : ""70 percent ethanol"" }",Found drowned in pool,,15.11,,,,,,,,,,26.0,,,,,,,,,108.0,,,,,,,183.0,,,,,
479fa9ea-ee36-4039-8cdd-b982626cbe03,ASU,ASUMAC009024,"Chaetodipus baileyi (Merriam, 1894)",Rodentia,Heteromyidae,Chaetodipus,baileyi,9,8,2023,US,Arizona,33.3784,-111.4296,"{ ""measurements"" : ""TOT: 222 mm, TV: 126 mm, HFL: 28 mm, EAR: 9 mm"" }","Collected 09:00 am; Found drowned in pool, bloated and rotting",,,,,,9.0,,,,,,28.0,,,,,,,,,126.0,,,,,,,222.0,,,,,
86d7215e-d8f2-4c9d-8ae7-75f186c9f915,ASU,ASUMAC009021,"Leptonycteris yerbabuenae Martínez & Villa-R., 1940",Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,26,8,2021,US,Arizona,32.29222,-110.8014,"{ ""measurements"" : ""TOT: 82 mm, TV: NA, HFL: 14/16 mm, EAR: 14 mm, FAL: 55 mm, TRL: 7 mm, CAL: 4 mm, WGT: 27.5 g"" }","Freezer burn on wings, left wrist broken during specimen prep",,27.5,,,,14.0,,,,,55.0,0.88,,,,,,,,,,,,,,,,82.0,,,,7.0,
7e536979-23a8-46d9-b835-0d102c781381,ASU,ASUMAC009022,"Leptonycteris yerbabuenae Martínez & Villa-R., 1940",Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,29,8,2021,US,Arizona,33.80712,-112.09125,"{ ""measurements"" : ""TOT: 65 mm, TAL: NA, HFL: 11/13 mm, EAR: 12 mm, FAL: 51 mm, TRL: 4 mm, CAL: 5 mm, WGT: NA"" }","Alive and living on patio for a few days before found dead; Factured ulna, skin dry and rotted. Attempted to create study skin but skin was too brittle to do so without tearing, so specimen was skeletonized instead; low fat",,,,,,12.0,,,,,51.0,0.85,,,,,,,,,,,,,,,,65.0,,,,4.0,
07474ae0-86fe-458d-b16a-81fd318e9c1a,ASU,ASUMAC009025,"Rattus rattus (Linnaeus, 1758)",Rodentia,Muridae,Rattus,rattus,19,8,2023,US,Arizona,33.38354,-111.99644,"{ ""measurements"" : ""TOT: 314 mm, TV: 172 mm, HFL: 36 mm, EAR: 20 mm, WGT: 77.12"" , ""preservationFluid"" : ""70 percent ethanol"" }",,,77.12,,True,,20.0,,,,,,36.0,,,,,,,,,172.0,,,,,,,314.0,,,,,
d13f4855-4c21-46ef-8c0a-dabde28ccf52,ASU,ASUMAC009020,"Peromyscus maniculatus (Wagner, 1845)",Rodentia,Cricetidae,Peromyscus,maniculatus,3,7,2023,US,Arizona,32.424909,-110.73885,"{ ""measurements"" : ""TOT: 143, TV: 60, HFL: 22, EAR: 20, WGT: 15.5""}",,,15.5,,True,,20.0,True,,,,,22.0,True,,,,,,,,60.0,,True,,,,,143.0,,,True,,
fa1d9398-b52c-49dd-9f47-139470dc4a60,ASU,ASUMAC009003,"Neotoma mexicana Baird, 1855",Rodentia,Cricetidae,Neotoma,mexicana,2,7,2023,US,Arizona,32.450714,-110.736826,"{ ""measurements"" : ""TOT: 257, TV: 114, HFL: 31, EAR: 25, WGT: 65"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,65.0,,True,,25.0,True,,,,,31.0,True,,,,,,,,114.0,,True,,,,,257.0,,,True,,
108941e5-9951-4cc8-9fbe-b6b77b1c3286,ASU,ASUMAC009004,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,2,7,2023,US,Arizona,32.449169,-110.737905,"{ ""measurements"" : ""TOT: 309, TV: 145, HFL: 33, EAR: 26, WGT: 130"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,130.0,,True,,26.0,True,,,,,33.0,True,,,,,,,,145.0,,True,,,,,309.0,,,True,,
ec9c8b2f-b2b6-45e8-b69b-44255c010cd6,ASU,ASUMAC008993,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,1,7,2023,US,Arizona,32.449679,-110.736582,"{ ""measurements"" : ""TOT: 195, TV: 104, HFL: 20, EAR: 19, WGT: 22.5"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",Died during nonlethal ear sampling--capture myopathy? Salvaged; weighed after frozen,,22.5,,True,,19.0,True,,,,,20.0,True,,,,,,,,104.0,,True,,,,,195.0,,,True,,
d5e045bb-e620-4916-8d40-a86a165b8ac8,ASU,ASUMAC009002,"Sigmodon ochrognathus Bailey, 1902",Rodentia,Cricetidae,Sigmodon,ochrognathus,2,7,2023,US,Arizona,32.449154,-110.737861,"{ ""measurements"" : ""TOT: 249, TV: 104, HFL: 28, EAR: 22, WGT: 98"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,98.0,,True,,22.0,True,,,,,28.0,True,,,,,,,,104.0,,True,,,,,249.0,,,True,,
6c430757-194c-4325-9faa-a8941c38180d,ASU,ASUMAC009007,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,3,7,2023,US,Arizona,32.424762,-110.738646,"{ ""measurements"" : ""TOT: 201, TV: 108, HFL: 21, EAR: 21, WGT: 20.5"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,20.5,,True,,21.0,True,,,,,21.0,True,,,,,,,,108.0,,True,,,,,201.0,,,True,,
fa7a0f25-fb90-45f4-bbb5-34dc0d7dc9d5,ASU,ASUMAC009005,"Neotoma mexicana Baird, 1855",Rodentia,Cricetidae,Neotoma,mexicana,3,7,2023,US,Arizona,32.422648,-110.734174,"{ ""measurements"" : ""TOT: 344, TV: 151, HFL: 35, EAR: 26, WGT: 165"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }","Possible cestode present; extracted and preserved in 95% ethanol, frozen",,165.0,,True,,26.0,True,,,,,35.0,True,,,,,,,,151.0,,True,,,,,344.0,,,True,,
1cf28bdb-c83f-44b6-96b5-d138ec9aad77,ASU,ASUMAC009006,"Peromyscus maniculatus (Wagner, 1845)",Rodentia,Cricetidae,Peromyscus,maniculatus,3,7,2023,US,Arizona,32.422625,-110.734,"{ ""measurements"" : ""TOT: 154, TV: 58, HFL: 21, EAR: 19, WGT: 18"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",enlarged seminal vesicles,,18.0,,True,,19.0,True,,,,,21.0,True,,,,,,,,58.0,,True,,,,,154.0,,,True,,
06c407b9-5f5e-4b58-9d6b-c351d5882826,ASU,ASUMAC009000,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,1,7,2023,US,Arizona,32.450394,-110.736435,"{ ""measurements"" : ""TOT: 189, TV: 97, HFL: 21, EAR: 19, WGT: 17"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }","seminal plug, thickened uterine lining",,17.0,,True,,19.0,True,,,,,21.0,True,,,,,,,,97.0,,True,,,,,189.0,,,True,,plugged
42d6b9ff-e403-4082-9ec3-33d4d38311e2,ASU,ASUMAC009001,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,1,7,2023,US,Arizona,32.450869,-110.736958,"{ ""measurements"" : ""TOT: 197, TV: 98, HFL: 21, EAR: 11, WGT: 22"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,22.0,,True,,11.0,True,,,,,21.0,True,,,,,,,,98.0,,True,,,,,197.0,,,True,,
52777013-a7f8-4214-86f4-15386151da95,ASU,ASUMAC008999,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,1,7,2023,US,Arizona,32.450466,-110.736558,"{ ""measurements"" : ""TOT: 204, TV: 110, HFL: 22, EAR: 18, WGT: 24"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",enlarged seminal vesicles,,24.0,,True,,18.0,True,,,,,22.0,True,,,,,,,,110.0,,True,,,,,204.0,,,True,,
777efd4f-7b75-438d-a4ca-7a81a8521239,ASU,ASUMAC009017,"Notiosorex crawfordi (Coues, 1877)",Soricomorpha,Soricidae,Notiosorex,crawfordi,25,5,2023,US,Arizona,33.8119,-113.3469,"{""measurements"" : ""TOT 81 mm, TV 27 mm, HFL 11.5 mm, EAR 5 mm"" , ""preservationFluid"" : ""70 percent ethanol, not formalin fixed"" }",Salvaged from insect pitfall trap filled with propylene glycol; partially rotted with severe fur slippage,,,,,,5.0,,,,,,11.5,,,,,,,,,27.0,,,,,,,81.0,,,,,
5f1196b7-7b64-44fc-8f58-990fa03b15cc,ASU,ASUMAC009013,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,8,7,2023,US,Arizona,32.372851,-110.701184,"{ ""measurements"" : ""TOT: 223, TV: 105, HFL: 21, EAR: 23, WGT: 26.5"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,26.5,,True,,23.0,True,,,,,21.0,True,,,,,,,,105.0,,True,,,,,223.0,,,True,,
bbc67ae5-3def-4a1c-9134-dc1b0af0fc80,ASU,ASUMAC009014,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,8,7,2023,US,Arizona,32.372531,-110.702724,"{ ""measurements"" : ""TOT: 196, TV: 103, HFL: 21, EAR: 20, WGT: 22"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,22.0,,True,,20.0,True,,,,,21.0,True,,,,,,,,103.0,,True,,,,,196.0,,,True,,
be5981fd-a73c-4da6-8439-efe6dc0e8745,ASU,ASUMAC008994,"Reithrodontomys megalotis (Baird, 1857)",Rodentia,Cricetidae,Reithrodontomys,megalotis,1,7,2023,US,Arizona,32.448915,-110.737592,"{ ""measurements"" : ""TOT: 140, TV: 73, HFL: 16, EAR: 15, WGT: 11"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,11.0,,True,,15.0,True,,,,,16.0,True,,,,,,,,73.0,,True,,,,,140.0,,,True,,
0579e27e-a028-4d0a-8241-974572590ad6,ASU,ASUMAC009016,"Reithrodontomys fulvescens J.A.Allen, 1894",Rodentia,Cricetidae,Reithrodontomys,fulvescens,3,7,2023,US,Arizona,32.423138,-110.73395,"{ ""measurements"" : ""TOT: 154, TV: 91, HFL: 20, EAR: 14, WGT: 10.5"" , ""preservationFluid"" : """" }",,,10.5,,True,,14.0,True,,,,,20.0,True,,,,,,,,91.0,,True,,,,,154.0,,,True,,
2d9c8413-250e-4d08-b6e9-10d8f1aee9f0,ASU,ASUMAC009012,"Neotamias dorsalis (Baird, 1855)",Rodentia,Sciuridae,Tamias,dorsalis,8,7,2023,US,Arizona,32.372173,-110.703122,"{ ""measurements"" : ""TOT: 226, TV: 96, HFL: 31, EAR: 18.5, WGT: 54.5"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,54.5,,True,,18.5,True,,,,,31.0,True,,,,,,,,96.0,,True,,,,,226.0,,,True,,
3cc0bbfc-8c13-4642-a6d0-7a891efea664,ASU,ASUMAC008997,"Reithrodontomys megalotis (Baird, 1857)",Rodentia,Cricetidae,Reithrodontomys,megalotis,1,7,2023,US,Arizona,32.450784,-110.736877,"{ ""measurements"" : ""TOT: 140, TV: 73, HFL: 16, EAR: 13, WGT: 9"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,9.0,,True,,13.0,True,,,,,16.0,True,,,,,,,,73.0,,True,,,,,140.0,,,True,,
f726ff7a-46a7-4e88-b105-4697e4025a85,ASU,ASUMAC008998,"Sigmodon ochrognathus Bailey, 1902",Rodentia,Cricetidae,Sigmodon,ochrognathus,1,7,2023,US,Arizona,32.449865,-110.738021,"{ ""measurements"" : ""TOT: 223, TV: 94, HFL: 27, EAR: 17, WGT: 60"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,60.0,,True,,17.0,True,,,,,27.0,True,,,,,,,,94.0,,True,,,,,223.0,,,True,,
b6eb536e-6a7e-4d6d-9298-4b065742b4a4,ASU,ASUMAC009015,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,8,7,2023,US,Arizona,32.37311,-110.701633,"{ ""measurements"" : ""TOT: 187, TV: 98, HFL: 21, EAR: 29, WGT: 20.75"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,20.75,,True,,29.0,True,,,,,21.0,True,,,,,,,,98.0,,True,,,,,187.0,,,True,,
1127bb9b-69db-48e4-918b-d1da374e01df,ASU,ASUMAC008995,"Reithrodontomys megalotis (Baird, 1857)",Rodentia,Cricetidae,Reithrodontomys,megalotis,1,7,2023,US,Arizona,32.449221,-110.737668,"{ ""measurements"" : ""TOT: 142, TV: 75, HFL: 17, EAR: 12, WGT: 12"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,12.0,,True,,12.0,True,,,,,17.0,True,,,,,,,,75.0,,True,,,,,142.0,,,True,,
8c05aadb-c2a7-4a54-9e00-7853f22cc5fa,ASU,ASUMAC008996,"Sigmodon ochrognathus Bailey, 1902",Rodentia,Cricetidae,Sigmodon,ochrognathus,1,7,2023,US,Arizona,32.449544,-110.737343,"{ ""measurements"" : ""TOT: 184, TV: 84, HFL: 26, EAR: 15, WGT: 31"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,31.0,,True,,15.0,True,,,,,26.0,True,,,,,,,,84.0,,True,,,,,184.0,,,True,,
3f33cf37-112d-45d7-9c3f-e6be276a8784,ASU,ASUMAC009010,"Peromyscus maniculatus (Wagner, 1845)",Rodentia,Cricetidae,Peromyscus,maniculatus,3,7,2023,US,Arizona,32.424312,-110.737903,"{ ""measurements"" : ""TOT: 172, TV: 71, HFL: 22, EAR: 22, WGT: 22"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,22.0,,True,,22.0,True,,,,,22.0,True,,,,,,,,71.0,,True,,,,,172.0,,,True,,
686f95b2-5bca-41f0-bb68-679bd74ea26a,ASU,ASUMAC009018,"Tadarida brasiliensis (I.Geoffroy, 1824)",Chiroptera,Molossidae,Tadarida,brasiliensis,25,5,2023,US,Arizona,33.73242,-113.278906,,Salvaged 09:00 pm; All living bats in cave at time of salvage appeared to be Myotis spp.; Mummified with internal organs and skin partially eaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf68a72e-4e5b-4252-99f0-807f47e67295,ASU,ASUMAC009011,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,3,7,2023,US,Arizona,32.424566,-110.738364,"{ ""measurements"" : ""TOT: 184, TV: 92, HFL: 22, EAR: 21, WGT: 17.5"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,17.5,,True,,21.0,True,,,,,22.0,True,,,,,,,,92.0,,True,,,,,184.0,,,True,,
1dc68f33-49f6-42ea-b4e3-053fe2184aba,ASU,ASUMAC009019,"Xerospermophilus tereticaudus (Baird, 1858)",Rodentia,Sciuridae,Xerospermophilus,tereticaudus,25,5,2023,US,Arizona,33.738446,-113.285615,"{ ""totalLength"" , ""201 mm"" , ""tailLength"" : ""75 mm"" , ""hindFootLength"" : ""53 mm"" , ""earFromNotch"" : ""8 mm"" , ""weight"" : ""82.54 g"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",DOR,,82.54,,,8.0,,,,,,,53.0,,,,,,,,,75.0,,,,,,,201.0,,,,,
d9d11454-a423-4882-bb7a-90b1fb06b244,ASU,ASUMAC009008,"Peromyscus leucopus (Rafinesque, 1818)",Rodentia,Cricetidae,Peromyscus,leucopus,3,7,2023,US,Arizona,32.424746,-110.738766,"{ ""measurements"" : ""TOT: 154, TV: 65, HFL: 22, EAR: 20, WGT: 16.5"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,16.5,,True,,20.0,True,,,,,22.0,True,,,,,,,,65.0,,True,,,,,154.0,,,True,,
f5406024-a26b-47fe-b5a3-a2047bac91ad,ASU,ASUMAC009009,"Peromyscus boylii (Baird, 1855)",Rodentia,Cricetidae,Peromyscus,boylii,3,7,2023,US,Arizona,32.425854,-110.740237,"{ ""measurements"" : ""TOT: 187, TV: 99, HFL: 22, EAR: 20, WGT: 17.5"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" }",,,17.5,,True,,20.0,True,,,,,22.0,True,,,,,,,,99.0,,True,,,,,187.0,,,True,,
879d7421-48ea-4b63-aa2b-9fb1bc0e71d6,ASU,ASUMAC008931,"Lynx rufus (Schreber, 1777)",Carnivora,Felidae,Lynx,rufus,23,11,2022,US,Arizona,33.419186,-111.927577,,Collected 2:14 pm; Shattered skull held together by skin fragments; skin digested by beetle colony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13e5624c-a01e-4a84-a31c-3ed37b40afae,ASU,ASUMAC008989,"Peromyscus eremicus (Baird, 1857)",Rodentia,Cricetidae,Peromyscus,eremicus,9,6,1979,US,Arizona,32.954868,-109.531185,"{ ""measurements"" : ""TOT 180 mm, TV 97 mm, HFL 20 mm, EAR 19 mm, WGT 26 g"" }",,,26.0,,,,19.0,,,,,,20.0,,,,,,,,,97.0,,,,,,,180.0,,,,,
b9e9a387-811c-4847-9971-6882815f3ec1,ASU,ASUMAC008992,"Lepus californicus Gray, 1837",Lagomorpha,Leporidae,Lepus,californicus,19,5,2023,US,Arizona,33.3014,-111.409776,"{ ""measurements"" : ""TL 563 mm, TV 113 mm, HFL 115 mm, EAR 145 mm, WGT 2126.2 g"" , ""preparedBy"" : ""Rowsey, Dakota M."" }",Verbatim weight: 4 pounds 11 oz live wt.; No ectos; Collected 10:29 am; Gunshot wound through neck,,2126.21,,,,145.0,,,,,,115.0,,,,,,,,,113.0,,,,,,,563.0,,,,,
0f6edd56-ce02-4c3f-a468-5da853d7e86f,ASU,ASUMAC008990,"Tadarida brasiliensis (I.Geoffroy, 1824)",Chiroptera,Molossidae,Tadarida,brasiliensis,11,6,2023,US,Arizona,33.508667,-111.992115,,"Found strewn about remains of decapitated bird carcasses. Suspected outdoor cat mortality.; Decapitated and partialy decomposed; unable to collect measurements or detailed reproductive assessment. Only torso, legs, tail, and one wing could be preserved.",,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,
bbf4e113-598a-4f9d-8998-1deeeaa256a3,ASU,ASUMAC008991,"Sylvilagus audubonii (Baird, 1858)",Lagomorpha,Leporidae,Sylvilagus,audubonii,20,12,2020,US,Arizona,31.90493,-111.23468,"{ ""measurements"" : ""TL 387 mm, TV 30 mm, HFL 102 mm, EAR 75 mm, WGT 897 g"" , ""preparedBy"" : ""Rowsey, Dakota M."" }",Weighed after frozen; Probable gunshot wound through temporal bone and side of head; Bot fly larva embedded in right forelimb,,897.0,,,,75.0,,,,,,102.0,,,,larva,,,,,30.0,,,,,,,387.0,,,,,
bc974d90-2135-4250-94b0-76c9e7375119,ASU,ASUMAC008984,"Chaetodipus intermedius (Merriam, 1889)",Rodentia,Heteromyidae,Chaetodipus,intermedius,25,5,2023,US,Arizona,33.73551,-113.28725,"{ ""measurements"" : ""TL 155 mm, TV 85 mm, HF 23 mm, EAR 6 mm, WGT 8.8 g, HFL S/U 20 mm"" , ""preservationFluid"" : ""70 percent ethanol, formalin fixed"" , ""preparedBy"" : ""Claus, Ava L."" }",,,8.8,,,,6.0,,,,,,23.0,,,,,,,,,85.0,,,,,,,155.0,,,,,
8419083f-fe07-4ed9-81ba-368f9afca7ab,ASU,ASUMAC008974,"Chaetodipus baileyi (Merriam, 1894)",Rodentia,Heteromyidae,Chaetodipus,baileyi,10,12,2022,US,Arizona,32.313518,-110.712825,"{ ""measurements"" : ""TOT: 212, TV: 115, HFL: 29, EAR: 10, WGT: 32"" , ""preservationFluid"" : ""70 percent ethanol"" }",,,32.0,,True,,10.0,True,,,,,29.0,True,,,,,,,,115.0,,True,,,,,212.0,,,True,,
