occurrenceID,institutionCode,catalogNumber,scientificName,order,family,genus,specificEpithet,day,month,year,countryCode,stateProvince,decimalLatitude,decimalLongitude,dynamicProperties,occurrenceRemarks,fieldNotes,body mass,body mass ambiguous,body mass units inferred,ear from notch,ear length,ear length units inferred,embryo count,embryo length,embryo size units inferred,forearm length,hind foot length,hind foot length units inferred,hind foot with claw,lactation,life stage,nipple,nipple count,pregnancy,sex,tail length,tail length estimated,tail length units inferred,testicle description,testicle length,testicle size units inferred,testicle width,total length,total length ambiguous,total length estimated,total length units inferred,tragus length,vagina
9f881c28-9791-4118-8c6c-7c2c24909550,ASU,ASUMAC008546,"Neotamias cinereicollis (J.A.Allen, 1890)",Rodentia,Sciuridae,Tamias,cinereicollis,24,9,1972,US,Arizona,,,"{ ""measurements"" : ""TOT 221 mm, TV 82 mm, HFL 30 mm, EAR 19 mm"" }",Renumbered from ASUMAC007002 (duplicate),,,,,,19.0,,,,,,30.0,,,,,,,,,82.0,,,,,,,221.0,,,,,
c2384616-2117-4b1d-a9f6-158231c6656b,ASU,ASUMAC008551,"Neotamias cinereicollis (J.A.Allen, 1890)",Rodentia,Sciuridae,Tamias,cinereicollis,30,10,1977,US,Arizona,34.333378,-110.940557,"{ ""measurements"" : ""TOT 211 mm, TV 85 mm, HFL 32 mm, EAR 16 mm"" }",Renumbered from ASUMAC007008 (duplicate),,,,,,16.0,,,,,,32.0,,,,,,,,,85.0,,,,,,,211.0,,,,,
ec47cc8c-93cd-4834-99b8-4c7606ad34c9,ASU,ASUMAC008547,"Neotamias cinereicollis (J.A.Allen, 1890)",Rodentia,Sciuridae,Tamias,cinereicollis,13,9,1972,US,Arizona,34.815322,-111.300144,"{ ""measurements"" : ""TOT 173 mm, TV 61 mm, HFL 28 mm, EAR 12 mm"" }",Renumbered from ASUMAC007003 (duplicate),,,,,,12.0,,,,,,28.0,,,,,,,,,61.0,,,,,,,173.0,,,,,
6f8581e6-ba28-4e61-ab8c-1951304a07db,ASU,ASUMAC008545,"Neotamias cinereicollis (J.A.Allen, 1890)",Rodentia,Sciuridae,Tamias,cinereicollis,17,9,1972,US,Arizona,34.632096,-111.32042,"{ ""measurements"" : ""TOT 215 mm, TV 91 mm, HFL 35 mm, EAR 19 mm"" }",Renumbered from ASUMAC007000 (duplicate),,,,,,19.0,,,,,,35.0,,,,,,,,,91.0,,,,,,,215.0,,,,,
da417bda-cf76-462b-a29a-b26069d7e6f2,ASU,ASUMAC008549,"Neotamias cinereicollis (J.A.Allen, 1890)",Rodentia,Sciuridae,Tamias,cinereicollis,29,10,1977,US,Arizona,34.333395,-110.935957,,Renumbered from ASUMAC007005 (duplicate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9e2281b-693d-4f40-a50f-2a1160179c99,ASU,ASUMAC008552,"Neotamias cinereicollis (J.A.Allen, 1890)",Rodentia,Sciuridae,Tamias,cinereicollis,22,10,1972,US,Arizona,34.56927,-111.19863,"{ ""measurements"" : ""TOT 207 mm, TV 86 mm, HFL 34 mm, EAR 17 mm"" }",Renumbered from ASUMAC007009 (duplicate),,,,,,17.0,,,,,,34.0,,,,,,,,,86.0,,,,,,,207.0,,,,,
3bffde14-43f4-4019-91d7-234b54ec0a31,ASU,ASUMAC008570,"Eptesicus fuscus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Eptesicus,fuscus,26,6,1988,US,Arizona,36.630646,-112.238563,,"{""measurements"" : ""TOT 112 mm, TV 44 mm, HFL 9 mm, EAR 18 mm, FAL 9 mm, TRL 47 mm, WGT 21.5 g""}",,21.5,,,,18.0,,,,,9.0,9.0,,,,,,,,,44.0,,,,,,,112.0,,,,47.0,
3e64bdbd-e856-44fe-88ae-6dcfe219dbde,ASU,ASUMAC008572,"Myotis evotis (H.Allen, 1864)",Chiroptera,Vespertilionidae,Myotis,evotis,14,6,1988,US,Arizona,36.630646,-112.238563,"{""measurements"" : ""TOT 87 mm, TV 36 mm, HFL 9 mm, EAR 23 mm, FAL 12 mm, TRL 37 mm, WGT N/A g""}",,,,,,,23.0,,,,,12.0,9.0,,,,,,,,,36.0,,,,,,,87.0,,,,37.0,
417e02c5-c059-4139-9893-ddda1c31bd4d,ASU,ASUMAC008571,"Myotis evotis (H.Allen, 1864)",Chiroptera,Vespertilionidae,Myotis,evotis,14,6,1988,US,Arizona,36.630646,-112.238563,"{""measurements"" : ""TOT 91 mm, TV 39 mm, HFL 9 mm, EAR 23 mm, FAL 12 mm, TRL 39 mm, WGT N/A g""}",,,,,,,23.0,,,,,12.0,9.0,,,,,,,,,39.0,,,,,,,91.0,,,,39.0,
c7342c26-7bdd-491b-98eb-cf052c00b76e,ASU,ASUMAC008574,"Eptesicus fuscus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Eptesicus,fuscus,24,8,1988,US,Arizona,36.631819,-112.23644,"{""measurements"" : ""TOT 116 mm, TV 45 mm, HFL 9.5 mm, EAR 18 mm, FAL 9 mm, TRL 48 mm, WGT 19.5 g""}",,,19.5,,,,18.0,,,,,9.0,9.5,,,,,,,,,45.0,,,,,,,116.0,,,,48.0,
17c6cb8c-4ae9-4622-9284-7e22226db967,ASU,ASUMAC008576,"Myotis ciliolabrum (Merriam, 1886)",Chiroptera,Vespertilionidae,Myotis,ciliolabrum,25,8,1988,US,Arizona,36.631819,-112.23644,"{""measurements"" : ""TOT 85 mm, TV 39 mm, HFL 6 mm, EAR 14 mm, FAL 8.5 mm, TRL 33 mm, WGT 5 g""}",Trapped at 7:52 pm,,5.0,,,,14.0,,,,,8.5,6.0,,,,,,,,,39.0,,,,,,,85.0,,,,33.0,
e1ad7cda-2a05-4318-b9cb-ba1e6f015148,ASU,ASUMAC008568,"Eptesicus fuscus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Eptesicus,fuscus,14,6,1988,US,Arizona,36.630646,-112.238563,"{ ""measurments"" : ""TOT 115 mm, TV 50 mm, HFL 11 mm, EAR 18 mm, FAL 9 mm, TRL 47 mm, WGT N/A g""}",,,,,,,18.0,,,,,9.0,11.0,,,,,,,,,50.0,,,,,,,115.0,,,,47.0,
096455a8-9451-46a6-92fe-9ee037aec611,ASU,ASUMAC008575,"Myotis thysanodes Miller, 1897",Chiroptera,Vespertilionidae,Myotis,thysanodes,16,7,1988,US,Arizona,36.630646,-112.238563,"{""measurements"" : ""TOT 85 mm, TV 37 mm, HFL 9 mm, EAR 19 mm, FAL 10 mm, TRL 41 mm, WGT 6.5 g""}",Trapped at 10:10 pm,,6.5,,,,19.0,,,,,10.0,9.0,,,,,,,,,37.0,,,,,,,85.0,,,,41.0,
1232b9d6-a0b7-4c6a-99a4-284301fbeb2d,ASU,ASUMAC008573,"Myotis evotis (H.Allen, 1864)",Chiroptera,Vespertilionidae,Myotis,evotis,14,6,1988,US,Arizona,36.630646,-112.238563,"{""measurements"" : ""TOT 87 mm, TV 35 mm, HFL 9 mm, EAR 22.5 mm, FAL 12 mm, TRL 27 mm, WGT N/A g""}",,,,,,,22.5,,,,,12.0,9.0,,,,,,,,,35.0,,,,,,,87.0,,,,27.0,
87972f18-1c14-4228-b481-006b04d49d8e,ASU,ASUMAC008564,"Lasionycteris noctivagans (Le Conte, 1831)",Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,21,6,1988,US,Arizona,36.631819,-112.23644,"{ ""measurments"" : ""TOT 97 mm, TV 40 mm, HFL 9 mm, EAR 18 mm, FAL 9 mm, TRL 42 mm, WGT 8.5 g"" }",Trapped at 10:30 pm,,8.5,,,,18.0,,,,,9.0,9.0,,,,,,,,,40.0,,,,,,,97.0,,,,42.0,
89f2f82d-7049-4478-9274-4d21c3c4f3b0,ASU,ASUMAC008566,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Aeorestes,cinereus,4,7,1988,US,Arizona,36.630646,-112.238563,"{ ""measurments"" : ""TOT 128 mm, TV 53 mm, HFL 11 mm, EAR 20 mm, FAL 11 mm, TRL 51 mm, WGT 23.5 g"" }",Trapped at 9:17 pm,,23.5,,,,20.0,,,,,11.0,11.0,,,,,,,,,53.0,,,,,,,128.0,,,,51.0,
6c4a4767-e14f-4d02-ac93-b006cf44f018,ASU,ASUMAC008577,"Myotis ciliolabrum (Merriam, 1886)",Chiroptera,Vespertilionidae,Myotis,ciliolabrum,27,8,1988,US,Arizona,36.631819,-112.23644,"{""measurements"" : ""TOT 82 mm, TV 39 mm, HFL 7 mm, EAR 14 mm, FAL 8 mm, TRL 33 mm, WGT 4.5 g""}",Trapped at 7:41 pm,,4.5,,,,14.0,,,,,8.0,7.0,,,,,,,,,39.0,,,,,,,82.0,,,,33.0,
a6435f45-91d8-40b9-89af-d66655b0416b,ASU,ASUMAC008569,"Eptesicus fuscus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Eptesicus,fuscus,14,6,1988,US,Arizona,36.630646,-112.238563,"{ ""measurements"" : ""TOT 115 mm, TV 51 mm, HFL 9 mm, EAR 17 mm, FAL 8 mm, TRL 48 mm, WGT N/A g"" }",,,,,,,17.0,,,,,8.0,9.0,,,,,,,,,51.0,,,,,,,115.0,,,,48.0,
61b5e0aa-cb6f-4e69-9f88-18e0e4e5f2e5,ASU,ASUMAC008563,"Lasionycteris noctivagans (Le Conte, 1831)",Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,13,6,1988,US,Arizona,36.631819,-112.23644,"{ ""measurments"" : ""TOT 93 mm, TV 37 mm, HFL 8 mm, EAR 15 mm, FAL 7 mm, TRL 41 mm, WGT 7.5 g,""}",Trapped at 9:25 pm,,7.5,,,,15.0,,,,,7.0,8.0,,,,,,,,,37.0,,,,,,,93.0,,,,41.0,
473b588a-7820-4e17-88da-1d574aca4045,ASU,ASUMAC008565,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Aeorestes,cinereus,14,6,1988,US,Arizona,36.630646,-112.238563,"{ ""measurments"" : ""TOT 129 mm, TV 54 mm, HFL 9 mm, EAR 16 mm, FAL 9 mm, TRL 54 mm, WGT 24 g"" }",Trapped at 9:34 pm,,24.0,,,,16.0,,,,,9.0,9.0,,,,,,,,,54.0,,,,,,,129.0,,,,54.0,
f8d21d13-7e34-4f44-87f7-7bc7a02ec476,ASU,ASUMAC008567,"Eptesicus fuscus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Eptesicus,fuscus,14,6,1988,US,Arizona,36.630646,-112.238563,"{ ""measurments"" : ""TOT 118 mm, TV 53 mm, HFL 11 mm, EAR 16 mm, FAL 7 mm, TRL 48 mm, WGT 14 g"" }",,,14.0,,,,16.0,,,,,7.0,11.0,,,,,,,,,53.0,,,,,,,118.0,,,,48.0,
410918bf-87ab-48be-b115-7a155572a59a,ASU,ASUMAC008527,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,10,4,1973,US,Arizona,,,"{ ""measurements"" : ""TOT 477 mm, TV 219 mm, HFL 71 mm, EAR 40 mm, WGT 578 g; T=42, M=38"" }",Trapped at 1:00 pm; reproductive and stomach content data on file; 39.1 deg C body temp,,578.0,,,,40.0,,,,,,71.0,,,,,,,,,219.0,,,,42.0,True,,477.0,,,,,
3f047e03-9545-4c57-be25-bf160cdbd3ce,ASU,ASUMAC008529,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,25,9,1972,US,Arizona,34.797483,-111.484192,"{ ""measurements"" : ""TOT 480 mm, TV 233 mm, HFL 70 mm, EAR 40 mm, WGT 613 g; T=15, M=8"" }",Reproductive and stomach content data on file,,613.0,,,,40.0,,,,,,70.0,,,,,,,,,233.0,,,,15.0,True,,480.0,,,,,
8b5b4ccf-5da6-41cc-87df-962ca299ead3,ASU,ASUMAC008532,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,13,9,1972,US,Arizona,34.797483,-111.484192,"{ ""measurements"" : ""TOT 423 mm, TV 200 mm, HFL 67 mm, EAR 36 mm, WGT 355 g; T=26, M=20"" }",Reproductive and stomach content data on file,,355.0,,,,36.0,,,,,,67.0,,,,,,,,,200.0,,,,26.0,True,,423.0,,,,,
d6b4a7b0-9b26-4c3a-b397-382bb8c5bf14,ASU,ASUMAC008530,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,13,7,1972,US,Arizona,34.797483,-111.484192,"{ ""measurements"" : ""TOT 483 mm, TV 211 mm, HFL 72 mm, EAR 42 mm, WGT 678 g; T=25, M=1"" }",Reproductive and stomach content data on file,,678.0,,,,42.0,,,,,,72.0,,,,,,,,,211.0,,,,25.0,True,,483.0,,,,,
85efe051-328f-40fc-9913-25d9d3e7a556,ASU,ASUMAC008528,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,25,7,1973,US,Arizona,34.698933,-111.44314,"{ ""measurements"" : ""TOT 473 mm, TV 218 mm, HFL 70 mm, EAR 41 mm, WGT 701 g; T=1, M=1"" }",Trapped at 7:30 pm; reproductive and stomach content data on file,,701.0,,,,41.0,,,,,,70.0,,,,,,,,,218.0,,,,1.0,True,,473.0,,,,,
2db8bc45-a864-41a5-893b-0152aff57c95,ASU,ASUMAC008531,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,13,7,1972,US,Arizona,34.797483,-111.484192,"{ ""measurements"" : ""TOT 485 mm, TV 214 mm, HFL 71 mm, EAR 42 mm, WGT 682 g; T=18, M=13"" }",Reproductive and stomach content data on file,,682.0,,,,42.0,,,,,,71.0,,,,,,,,,214.0,,,,18.0,True,,485.0,,,,,
c023d215-65ba-40c2-b5ff-0c896b84f842,ASU,ASUMAC008522,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,27,8,1973,US,Arizona,,,"{ ""measurements"" : ""TOT 475 mm, TV 220 mm, HFL 70 mm, EAR 41 mm, WGT 603 g; T=2, M=1"" }",Reproductive and stomach content data on file,,603.0,,,,41.0,,,,,,70.0,,,,,,,,,220.0,,,,2.0,True,,475.0,,,,,
3d1dda13-fafa-4d0e-a927-26d094aa4e8a,ASU,ASUMAC008521,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,1,8,1973,US,Arizona,,,"{ ""measurements"" : ""TOT 480 mm, TV 219 mm, HFL 73 mm, EAR 44 mm, WGT 615.5 g; T=7, M=1"" }",Trapped at 10:30 am; reproductive and stomach content data on file,,615.5,,,,44.0,,,,,,73.0,,,,,,,,,219.0,,,,7.0,True,,480.0,,,,,
330b25f6-0b9a-4349-a704-caf4844cb6f6,ASU,ASUMAC008523,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,12,9,1973,US,Arizona,35.022626,-111.450624,"{ ""measurements"" : ""TOT 459 mm, TV 199 mm, HFL 68 mm, EAR 41 mm, WGT 585.5 g; T=2, M=1"" }",DOR; reproductive and stomach content data on file; DOR,,585.5,,,,41.0,,,,,,68.0,,,,,,,,,199.0,,,,2.0,True,,459.0,,,,,
58e9795f-45a0-4ef9-9f38-07840a476f5b,ASU,ASUMAC008524,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,27,8,1973,US,Arizona,34.716578,-111.542712,"{ ""measurements"" : ""TOT 485 mm, TV 235 mm, HFL 72 mm, EAR 41 mm, WGT 701 g; T=2, M=1"" }",Trapped at 2:45 pm; reproductive and stomach content data on file,,701.0,,,,41.0,,,,,,72.0,,,,,,,,,235.0,,,,2.0,True,,485.0,,,,,
29715d84-600f-4b26-bcf1-1c268a8effb0,ASU,ASUMAC008525,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,4,10,1973,US,Arizona,34.441531,-111.456873,"{ ""measurements"" : ""TOT 448 mm, TV 212 mm, HFL 70 mm, EAR 40 mm, WGT 367.5 g; T=18, M=16"" }",Reproductive and stomach content data on file,,367.5,,,,40.0,,,,,,70.0,,,,,,,,,212.0,,,,18.0,True,,448.0,,,,,
c7905708-e3f1-4f72-b78a-cedb9c9afc00,ASU,ASUMAC008526,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,26,8,1973,US,Arizona,,,"{ ""measurements"" : ""TOT 492 mm, TV 216 mm, HFL 71 mm, EAR 41 mm, WGT 792 g; T=2, M=1"" }",Trapped in nest at 6:15 pm; reproductive and stomach content data on file,,792.0,,,,41.0,,,,,,71.0,,,,,,,,,216.0,,,,2.0,True,,492.0,,,,,
48408f80-25e0-47ae-838b-b3b804a8a425,ASU,ASUMAC008533,"Sciurus aberti Woodhouse, 1853",Rodentia,Sciuridae,Sciurus,aberti,22,10,1972,US,Arizona,,,"{ ""measurements"" : ""TOT 503 mm, TV 226 mm, HFL 75 mm, EAR 44 mm, WGT 704 g; T=44, M=36"" }",Trapped at 11:25 am; reproductive and stomach content data on file; 39.8 deg C body temp,,704.0,,,,44.0,,,,,,75.0,,,,,,,,,226.0,,,,44.0,True,,503.0,,,,,
389c1bad-60f1-4e64-b379-9fc80c117691,ASU,ASUMAC008543,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,29,5,2021,US,Arizona,33.312199,-113.40384,"{ ""measurements"" : ""TOT 267 mm, TV 121 mm, HFL 29 mm, EAR 29 mm, HCL 2 mm, WGT 124.13 g"", ""tissueType"": skeletal muscle (frozen) x 2, heart (frozen), liver (frozen), kidney (frozen), lung (frozen)""}","Not pregnant, Vagina clear; Tail bisected",,124.13,,,,29.0,,,,,,29.0,,,,,,,not pregnant,,121.0,,,,,,,267.0,,,,,
aa6d8db0-6891-4c65-a043-d11bbb975f57,ASU,ASUMAC008541,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,29,5,2021,US,Arizona,33.31285,-113.40506,"{ ""measurments"" : ""TOT 244 mm, TV 147 mm, HFL 33 mm, EAR 14 mm, WGT 37.9 g, Testis Length 12.75 mm, Testis Width 4.98 mm"", ""tissueType"" : ""skeletal muscle (frozen), heart (frozen), liver (frozen), kidney (frozen)"" }",,,37.9,,,,14.0,,,,,,33.0,,,,,,,,,147.0,,,,,,,12.75,True,,,,
76adef09-480e-4435-9530-400808f53918,ASU,ASUMAC008542,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,29,5,2021,US,Arizona,33.312033,-113.404096,"{""measurements"":""TOT 246 mm, TV 156 mm, HFL 38 mm, EAR 13 mm, WGT 38.05 g, testes 9.38 mm x 5.55 mm"", ""tissueType"" : ""skeletal muscle (frozen), liver (frozen), heart (frozen), kidney (frozen)""}",Nonscrotal testes,,38.05,,,,13.0,,,,,,38.0,,,,,,,,,156.0,,,nonscrotal,9.38,,5.55,246.0,,,,,
63c29850-e467-4788-8440-491358a293a7,ASU,ASUMAC008544,"Dipodomys merriami Mearns, 1890",Rodentia,Heteromyidae,Dipodomys,merriami,29,5,2021,US,Arizona,33.31176,-113.40537,"{ ""measurements"" : ""TOT 229 mm, TV 136 mm, HFL 36.8, EAR 13 mm, WGT 32.94 g, HCL .8mm"", ""tissueType"" : ""skeletal muscle (frozen), heart (frozen), liver (frozen), kidney (frozen)""}",testes scrotal,,32.94,,,,13.0,,,,,,36.8,True,,,,,,,,136.0,,,scrotal,,,,229.0,,,,,
9d8d5740-90bf-41ee-8bfd-f7a1b4552d3b,ASU,ASUMAC008540,"Didelphis virginiana californica Bennett, 1833",Didelphimorphia,Didelphidae,Didelphis,virginiana,,,,US,Arizona,31.571364,-111.332192,,Roadkill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08ac80eb-4d0d-4096-92b6-9a592e5c8f83,ASU,ASUMAC008536,"Choeronycteris mexicana Tschudi, 1844",Chiroptera,Phyllostomidae,Choeronycteris,mexicana,15,12,2020,US,Arizona,33.211761,-111.873426,"{ ""preservationFluid"" : ""70 percent ethanol"", ""tissueType"" : ""liver (frozen), heart/lung (frozen)"" }",Specimen exhibited partial rigor mortis and most likely died within 24 hours of being picked up by S. Lashway (12:20 pm 15 Dec 2020).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c500bb0f-0390-4e72-93db-262af639e4b9,ASU,ASUMAC008539,"Eumops perotis (Schinz, 1821)",Chiroptera,Molossidae,Eumops,perotis,23,3,2021,US,Arizona,33.634795,-111.742392,"{ ""preservationFluid"" : ""70 percent ethanol"", ""tissueType"" : ""liver (frozen), lung (frozen)"" }",Found dead hanging low on patio wall. Hole in left half of uropatagium large enough to contribute to death; possible injury by raptor or cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0529192-b81d-41b4-a561-934289e467d3,ASU,ASUMAC008537,"Lasiurus cinereus (Palisot de Beauvois, 1796)",Chiroptera,Vespertilionidae,Aeorestes,cinereus,13,1,2021,US,Arizona,33.360024,-111.732332,"{ ""preservationFluid"" : ""70 percent ethanol"", ""tissueType"" : ""liver/gastrointestinal tract"" }","Bat was first observed near this location on 5 Jan 2021 by Cindy Marple. She reported it and sent a photo, trying to determine species. She returned numerous times and always looked for it. On 12 Jan 2021 she took a photo of the bat, which had relocated. This time, the photo showed the bat's wing was open and looked likely to be deceased.; Bat was not rigid and seemed within 24 hours of death, however, organs had begun rotting. Specimen was emaciated. 3 small holes in right dactylopatagium/plagiopatagium, 1 small hole in left dactylopatagium/plagiopatagium, but these holes seem of insignificant pathology.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open
cab31fdb-860f-4b37-8f05-e07f6dba7102,ASU,ASUMAC008538,"Leptonycteris yerbabuenae Martínez & Villa-R., 1940",Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,15,9,2020,US,Arizona,32.212737,-110.929915,"{ ""preservationFluid"" : ""70 percent ethanol"", ""tissueType"" : ""liver (frozen), heart (frozen)"" }","Right humerus fractured, likely contributed to death of specimen. Specimen was found injured and died shortly afterwards - speculated attack by cat by E. Gilbert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91304f74-c5e7-4462-aa81-dd36653bf1ac,ASU,ASUMAC008535,"Macrotus californicus Baird, 1858",Chiroptera,Phyllostomidae,Macrotus,californicus,20,11,2020,US,Arizona,32.611682,-111.672074,"{ ""preservationFluid"" : ""70 percent ethanol"", ""tissueType"" : ""liver (frozen)"" }","struck by car, brought alive to Arizona Wildlife Support, where it deceased",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca6b11c6-6c93-4de3-a3d5-f0d7093e991d,ASU,ASUMAC008534,"Leptonycteris yerbabuenae Martínez & Villa-R., 1940",Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae,13,11,2020,US,Arizona,33.066927,-112.032477,"{ ""preservationFluid"" : ""70 percent ethanol"", ""tissueType"" : ""liver (frozen)"" }",found hanging dead from back porch for three days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f78aebf6-b006-43d3-bfed-2917ad74c0b3,ASU,ASUMAC002297,"Neotamias dorsalis (Baird, 1855)",Rodentia,Sciuridae,Tamias,dorsalis,30,6,1966,US,Arizona,32.65352,-109.86472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3f0e788-6e2b-4df8-a9e5-6499dcfe4f3e,ASU,ASUMAC000907,"Perognathus amplus Osgood, 1900",Rodentia,Heteromyidae,Perognathus,amplus,1,4,1960,US,Arizona,33.45198,-111.94413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ef74b1-533a-41e9-be4b-1b114c246186,ASU,ASUMAC000906,"Otospermophilus variegatus (Erxleben, 1777)",Rodentia,Sciuridae,Otospermophilus,variegatus,20,3,1960,US,Arizona,34.50669,-112.15492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f95025b-f091-43d7-94c3-2e72ec73e9d5,ASU,ASUMAC002300,"Microtus longicaudus (Merriam, 1888)",Rodentia,Cricetidae,Microtus,longicaudus,29,6,1966,US,Arizona,32.65736,-109.85912,"{ ""measurements"" : ""TOT 190 mm, TV 57 mm, HFL 22 mm, EAR 15 mm"" }",,,,,,,15.0,,,,,,22.0,,,,,,,,,57.0,,,,,,,190.0,,,,,
1db7820b-c048-4542-b522-d909d9658eef,ASU,ASUMAC002299,"Neotoma albigula Hartley, 1894",Rodentia,Cricetidae,Neotoma,albigula,3,7,1966,US,Arizona,32.69464,-109.75419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4477003-d092-4c8b-bf9c-dd87abc559c7,ASU,ASUMAC000908,"Perognathus amplus Osgood, 1900",Rodentia,Heteromyidae,Perognathus,amplus,25,4,1960,US,Arizona,33.50466,-111.87929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e4e5524-4c36-472d-8c76-7fde3377e177,ASU,ASUMAC000904,"Otospermophilus variegatus (Erxleben, 1777)",Rodentia,Sciuridae,Otospermophilus,variegatus,8,5,1960,US,Arizona,34.50683,-112.15444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8d9e960-c32f-4821-a45b-f79eca6d460d,ASU,ASUMAC002298,"Neotamias dorsalis (Baird, 1855)",Rodentia,Sciuridae,Tamias,dorsalis,9,7,1966,US,Arizona,32.65744,-109.85903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad9dd5cb-7956-4313-a6ca-74c38fa0482c,ASU,ASUMAC000905,"Otospermophilus variegatus (Erxleben, 1777)",Rodentia,Sciuridae,Otospermophilus,variegatus,15,5,1960,US,Arizona,34.31763,-111.08628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bede1218-cfe6-4343-86c4-721d3b8287c3,ASU,ASUMAC002291,"Thomomys bottae (Eydoux & Gervais, 1836)",Rodentia,Geomyidae,Thomomys,bottae,30,6,1966,US,Arizona,32.6574,-109.85912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3fa45771-6597-4ea9-9d00-82c0d06a0f37,ASU,ASUMAC000903,"Otospermophilus variegatus (Erxleben, 1777)",Rodentia,Sciuridae,Otospermophilus,variegatus,15,5,1960,US,Arizona,34.31749,-111.08633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93549141-c162-418b-804a-ba2ddca1a641,ASU,ASUMAC002296,"Neotamias dorsalis (Baird, 1855)",Rodentia,Sciuridae,Tamias,dorsalis,9,7,1966,US,Arizona,32.65744,-109.85912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71599020-8c6b-4987-aa2d-b22e349b90db,ASU,ASUMAC000900,"Neotamias dorsalis (Baird, 1855)",Rodentia,Sciuridae,Tamias,dorsalis,15,5,1960,US,Arizona,34.33954,-111.09542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f7a6461-4e6b-426e-826b-8b5dee7b65be,ASU,ASUMAC002292,"Thomomys bottae (Eydoux & Gervais, 1836)",Rodentia,Geomyidae,Thomomys,bottae,28,6,1966,US,Arizona,32.65744,-109.85899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d3deb24-164d-4c3f-9b05-020848ccf268,ASU,ASUMAC000899,"Peromyscus eremicus (Baird, 1857)",Rodentia,Cricetidae,Peromyscus,eremicus,24,4,1960,US,Arizona,33.40608,-111.97425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d0f14fd-e77b-44be-ace4-f3e839c54865,ASU,ASUMAC002295,"Neotamias dorsalis (Baird, 1855)",Rodentia,Sciuridae,Tamias,dorsalis,30,6,1966,US,Arizona,32.65347,-109.86483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
